# tauT corr_tf_0 err b(a+b*tauf/tau^2) chisq/dof
1.388888888888888951e-01 1.123230050267706837e+00 1.359323765891828906e-02 -1.222104868020694823e+01 3.733261008818793414e-01 3.479287533015380796e-02
1.666666666666666574e-01 1.095609023452190467e+00 1.730692277603074203e-02 -1.136821600262113208e+01 3.895814552770726635e-01 2.972236561086634699e-01
1.944444444444444475e-01 1.062911113214917602e+00 2.188056675201677237e-02 -1.065495669017391123e+01 5.068365939854651003e-01 7.853619872004666269e-02
2.222222222222222099e-01 1.024964243805745578e+00 2.327104491745268788e-02 -9.818565196347602608e+00 5.755319658232203039e-01 1.649196503023683813e-01
2.500000000000000000e-01 9.977048972373919744e-01 2.492732312041334719e-02 -9.347703422600336154e+00 6.283833529036648713e-01 7.798631653290533094e-02
2.777777777777777901e-01 9.839999639829594136e-01 2.777234182334276102e-02 -9.289959438370736677e+00 6.355760058258841383e-01 4.113751954453882115e-02
3.055555555555555802e-01 9.579150998338115119e-01 3.057252687939104874e-02 -8.898351580822389195e+00 6.855318968353181219e-01 5.214358820079997500e-03
3.333333333333333148e-01 9.385649294407383270e-01 3.320915531776491569e-02 -8.764670934343373077e+00 7.748335243439399278e-01 3.118827575829864925e-03
3.611111111111111049e-01 9.036118515272362206e-01 3.780200000452760278e-02 -8.091220314739310027e+00 8.726095376814502202e-01 4.168712120426348346e-03
3.888888888888888951e-01 8.764249116512662363e-01 4.365431943501862921e-02 -7.644395263634253368e+00 1.018615694434663155e+00 9.603870243865704134e-03
4.166666666666666852e-01 8.425964759069037857e-01 4.930055223277274301e-02 -6.836717370982908548e+00 1.101409969797678912e+00 5.737395046584321812e-02
4.444444444444444198e-01 8.159503066660106496e-01 5.252328644282100445e-02 -6.219647227905429787e+00 1.243949450909654253e+00 9.793411649454059065e-02
4.722222222222222099e-01 8.193459271006259259e-01 5.433204083042653121e-02 -6.563050102216648973e+00 1.339715322589376534e+00 3.726193770325612886e-02
5.000000000000000000e-01 8.560230674033886267e-01 5.617728790482945378e-02 -8.343875957163850998e+00 1.365163635144239329e+00 6.583110904554108356e-02
