# tauT corr(a=0) error chi_sq_dof m(-m/ntau**2+b) error nt1^(-2) corr err nt2^(-2) corr err nt3^(-2) corr err (may have nt3^(-2))
1.388888888888888951e-01 5.280851846664678533e+02 4.549048628258333338e+00 4.933703089188859470e-01 -7.109542343010111654e+04 3.360003084813986789e+03 7.716049382716048954e-04 4.735707954913952449e+02 2.904726824853241851e+00 1.111111111111111110e-03 4.488297410803165803e+02 2.267397869484057082e+00 1.736111111111111015e-03 4.047958641969842688e+02 2.204488978972619861e+00
1.666666666666666574e-01 6.524877276539441482e+02 8.352991091265721479e+00 4.018710751635944156e+00 -5.110383531865561963e+04 5.643157068131156848e+03 7.716049382716048954e-04 6.085408401396293812e+02 4.371415999436521815e+00 1.111111111111111110e-03 6.035654814749394745e+02 4.980349615871091373e+00 1.736111111111111015e-03 5.620270458960886799e+02 3.793534224819950396e+00
1.944444444444444475e-01 8.166927912562563279e+02 1.716831085304750104e+01 5.635257998774430011e-01 -4.116139209440494596e+04 1.249286563383912289e+04 7.716049382716048954e-04 7.817290619396646889e+02 1.012211703026207488e+01 1.111111111111111110e-03 7.741683970595042865e+02 7.901231935600890210e+00 1.736111111111111015e-03 7.445891187596323562e+02 7.730098083337907156e+00
2.222222222222222099e-01 1.000388137770346475e+03 2.119621699288711625e+01 4.450374760684686626e-01 -3.756980892720501288e+04 1.605804326970670809e+04 7.716049382716048954e-04 9.685227930119820030e+02 1.328634771687814009e+01 1.111111111111111110e-03 9.610590910170096777e+02 1.070073070338435173e+01 1.736111111111111015e-03 9.338127194154360495e+02 9.923098836636427222e+00
2.500000000000000000e-01 1.196105838801549908e+03 3.284699172793079924e+01 4.490317957311095731e-01 -1.302502675847347200e+04 2.506554843346736379e+04 7.716049382716048954e-04 1.187558533425089081e+03 1.958663576324761380e+01 1.111111111111111110e-03 1.177758995159915230e+03 1.492325848821974432e+01 1.736111111111111015e-03 1.174567160886959982e+03 1.518036754180411663e+01
2.777777777777777901e-01 1.418554371819191147e+03 4.263929625564810522e+01 4.646569061926305588e-01 1.463844453023873029e+04 3.269264830391969736e+04 7.716049382716048954e-04 1.431490675110220536e+03 2.432507514045892094e+01 1.111111111111111110e-03 1.432269674081667063e+03 2.165542898365310975e+01 1.736111111111111015e-03 1.446037518639629752e+03 2.005716378629358587e+01
3.055555555555555802e-01 1.675752000476441253e+03 5.467377786851966448e+01 4.910638902405916051e-01 4.692896708249695803e+04 4.242848464633578988e+04 7.716049382716048954e-04 1.706269031326549793e+03 3.008918508668602954e+01 1.111111111111111110e-03 1.734541025201396224e+03 3.157888571280295764e+01 1.736111111111111015e-03 1.754019212642017919e+03 2.837271991930583681e+01
3.333333333333333148e-01 1.964005133534459674e+03 6.964426178021426495e+01 5.180735672933245439e-01 8.144780466960782360e+04 5.721620983569570672e+04 7.716049382716048954e-04 2.018179303592590941e+03 3.998985357609694802e+01 1.111111111111111110e-03 2.068665382252430391e+03 4.896706488051813722e+01 1.736111111111111015e-03 2.099417763020943767e+03 4.035464054107342236e+01
3.611111111111111049e-01 2.398725540404115236e+03 1.028130535059367503e+02 5.311454127316835860e-01 3.696532274453471473e+04 8.018497868325241143e+04 7.716049382716048954e-04 2.425573356736929782e+03 6.038024975651751447e+01 1.111111111111111110e-03 2.436185427344213622e+03 6.124458075128723067e+01 1.736111111111111015e-03 2.457680068351006412e+03 4.950527051194649175e+01
3.888888888888888951e-01 2.822587146978861711e+03 1.357752150327355594e+02 5.272392440780862000e-01 3.205035878863391645e+03 9.861905295199176180e+04 7.716049382716048954e-04 2.838632665410896607e+03 8.434322075220779880e+01 1.111111111111111110e-03 2.811923614314927363e+03 7.386636808960793132e+01 1.736111111111111015e-03 2.832486239536039648e+03 6.204445358413750000e+01
4.166666666666666852e-01 3.247718191639098677e+03 1.651605811364042893e+02 4.960497912809622711e-01 -3.869002126573467831e+04 1.213842654904063966e+05 7.716049382716048954e-04 3.233842076420893591e+03 1.001368830510568841e+02 1.111111111111111110e-03 3.187330200220490042e+03 9.592224945926136570e+01 1.736111111111111015e-03 3.187470947825168878e+03 7.404134199297277519e+01
4.444444444444444198e-01 3.613256696435365939e+03 1.966666777047144024e+02 5.031072288494713440e-01 -6.336615228079172812e+04 1.462696680059692007e+05 7.716049382716048954e-04 3.575118834973675803e+03 1.121840152893337290e+02 1.111111111111111110e-03 3.525054873195426353e+03 1.071578074555236526e+02 1.736111111111111015e-03 3.505400623155766880e+03 8.725681738407320154e+01
4.722222222222222099e-01 3.899578856000150608e+03 2.182246890341289145e+02 4.823211107186367586e-01 -1.362313091121494654e+05 1.655512427069060504e+05 7.716049382716048954e-04 3.793470706967456863e+03 1.306736628665362332e+02 1.111111111111111110e-03 3.747578020752881002e+03 1.119988679898879127e+02 1.736111111111111015e-03 3.656006167612622448e+03 1.050277911292996578e+02
5.000000000000000000e-01 4.006944341140085271e+03 2.161306809140178302e+02 5.001430619492375218e-01 -1.569524115074487054e+05 1.656487472346653813e+05 7.716049382716048954e-04 3.871887257932735793e+03 1.220507292875486201e+02 1.111111111111111110e-03 3.836107576001021698e+03 1.144826567336895096e+02 1.736111111111111015e-03 3.721568098943018867e+03 1.000715114476329290e+02
