# tauT corr(a=0) error chi_sq_dof m1(g+m1*taut*x+m2/taut*x+b*x) err m2 err b err nt1^(-2) corr err nt2^(-2) corr err nt3^(-2) corr err (may have nt4)
1.388888888888888951e-01 3.015239043717362399e+00 1.626782266330861759e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 2.528784110934575224e+00 9.608347044536724724e-03 1.111111111111111110e-03 2.332344590201941514e+00 8.744673674698777432e-03 1.736111111111111015e-03 1.929986800228744581e+00 5.257633800789474066e-03
1.666666666666666574e-01 3.333103365203714752e+00 2.788994798190991276e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 2.930396689893768336e+00 1.684204106023701186e-02 1.111111111111111110e-03 2.795852753476725017e+00 1.269267766950488152e-02 1.736111111111111015e-03 2.491545489976196848e+00 1.056355344386483708e-02
1.944444444444444475e-01 3.603063561422679584e+00 3.782267726305210687e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 3.277402802533846859e+00 2.152932090667603049e-02 1.111111111111111110e-03 3.184192995777689994e+00 1.660800092057046484e-02 1.736111111111111015e-03 2.905385652932362284e+00 1.802819778650022187e-02
2.222222222222222099e-01 3.841290257715711309e+00 4.469680424738298186e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 3.579045383099967559e+00 2.710862787475010194e-02 1.111111111111111110e-03 3.509279302500918352e+00 2.271142616535293257e-02 1.736111111111111015e-03 3.238451559965806581e+00 2.378208477010490540e-02
2.500000000000000000e-01 4.037383696177515802e+00 5.191794926313075820e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 3.815173962946772690e+00 3.343339924923549589e-02 1.111111111111111110e-03 3.766786832169707999e+00 3.907361286411692447e-02 1.736111111111111015e-03 3.529593090879830530e+00 3.008402162903767163e-02
2.777777777777777901e-01 4.192786960817070252e+00 6.063424763809166507e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 3.994631389958335888e+00 4.018344119151340266e-02 1.111111111111111110e-03 3.955576407543760720e+00 4.863264475045170343e-02 1.736111111111111015e-03 3.752691720737300951e+00 3.815086960698943486e-02
3.055555555555555802e-01 4.299359219362324680e+00 7.334334006173826026e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 4.111385139307321523e+00 5.186567790929075272e-02 1.111111111111111110e-03 4.063012911073691669e+00 6.013558100329863265e-02 1.736111111111111015e-03 3.929501759254431015e+00 4.506467302318428736e-02
3.333333333333333148e-01 4.362280837109633325e+00 9.093402841540942916e-02 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 4.188079190026536835e+00 6.744747193021538578e-02 1.111111111111111110e-03 4.115333479488211488e+00 6.805757542313894959e-02 1.736111111111111015e-03 4.056073670468828496e+00 6.342779765268602432e-02
3.611111111111111049e-01 4.331885743739009698e+00 1.073949859201182022e-01 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 4.200487636051898122e+00 8.814038837218429734e-02 1.111111111111111110e-03 4.084547836506226659e+00 7.491166426156059543e-02 1.736111111111111015e-03 4.034498442110363570e+00 6.730094445443324247e-02
3.888888888888888951e-01 4.245240864474356002e+00 1.299888106899587115e-01 1.206886014458122602e+00 -5.065655138848478600e+02 8.250174253776854130e+02 -1.245761674449791201e+02 3.030813703094283085e+01 3.440097799107421110e+02 3.263656042094442569e+02 7.716049382716048954e-04 4.156444963106803669e+00 9.623499007829217078e-02 1.111111111111111110e-03 3.989252673469121824e+00 9.095332228041019818e-02 1.736111111111111015e-03 3.956428963728185977e+00 8.191538352880289864e-02
