# col1:tauT row1:8taufT^2/taut^2 row2:med(tauT1) row3:err row4:med(tauT2) row5:err ...
1.388888888888888951e-01 2.025000000000000133e-01 2.070250000000000146e-01 2.116000000000000103e-01 2.162250000000000283e-01 2.209000000000000408e-01 2.256250000000000200e-01 2.304000000000000492e-01 2.352250000000000452e-01 2.401000000000000356e-01 2.450250000000000483e-01 2.500000000000000000e-01 2.550250000000001127e-01 2.600999999999999979e-01 2.652250000000001551e-01 2.704000000000000292e-01
1.388888888888888951e-01 5.328777091355705764e+00 5.291481235251304760e+00 5.262947691809980455e+00 5.242152701215756494e+00 5.219644800242392080e+00 5.201637666824137973e+00 5.169044134555148773e+00 5.137918633722943440e+00 5.105679773434650848e+00 5.073807055488398277e+00 5.038784671797575498e+00 4.987073049332439112e+00 4.971572814086416159e+00 4.935470671655700414e+00 4.905374737906274873e+00
1.388888888888888951e-01 6.142939482330511680e-02 6.271695153398226807e-02 6.110645028031136405e-02 5.810538243772889189e-02 5.522098526626795234e-02 5.197426129131077488e-02 4.910946571323737686e-02 4.793191296958099201e-02 4.635422838233083098e-02 4.549750713545730463e-02 4.434168305271235511e-02 4.438524779734898118e-02 4.130620819808239474e-02 4.067401690528260616e-02 3.944975059814836982e-02
1.666666666666666574e-01 6.047177576642225993e+00 6.030534910972224161e+00 6.013458146346582822e+00 5.991858644709363801e+00 5.964861157385717760e+00 5.944216476274768013e+00 5.922712556924952132e+00 5.899315519158996324e+00 5.872858499697300338e+00 5.840514256450978436e+00 5.799452626155916946e+00 5.759417637740654072e+00 5.734191365609903279e+00 5.704593580509927264e+00 5.674640937337868785e+00
1.666666666666666574e-01 9.976127574064275194e-02 9.741188299756675661e-02 9.513745474029100535e-02 9.206387799125170801e-02 9.062765692122987105e-02 9.036143984671785034e-02 8.690768304717977344e-02 8.581236198902075785e-02 8.414556073590961915e-02 8.443745917718548100e-02 8.195402789905603669e-02 7.983123039205963778e-02 7.554774901547034460e-02 7.418010418311027365e-02 7.378807882797921991e-02
1.944444444444444475e-01 6.826862668309838789e+00 6.820870916212192547e+00 6.810135590163890917e+00 6.783165496319949028e+00 6.741600019989475001e+00 6.703243498001942413e+00 6.678769743011404358e+00 6.657782804618427086e+00 6.639527560227653780e+00 6.613145530954126272e+00 6.577059011871714489e+00 6.545638172773927010e+00 6.513485362205895690e+00 6.482390559650533568e+00 6.448575835936164680e+00
1.944444444444444475e-01 1.358124053425040501e-01 1.320684390722357548e-01 1.285586658029735929e-01 1.256651731516553738e-01 1.199699770089823758e-01 1.159219091391632261e-01 1.116615631839863454e-01 1.081798578977473113e-01 1.051307572751820629e-01 1.069320075410322701e-01 1.101317914330621761e-01 1.063755225207767552e-01 1.063718393289443398e-01 1.027482379475284091e-01 1.034749819988993735e-01
2.222222222222222099e-01 7.623002327698431557e+00 7.636268203623158612e+00 7.647548424009123380e+00 7.629200653567467683e+00 7.596449560935575107e+00 7.556855332468412456e+00 7.550379227189236708e+00 7.537850445896697948e+00 7.504027855518602408e+00 7.471762989268416533e+00 7.437178434572483177e+00 7.411039997008170843e+00 7.370887172071826754e+00 7.330246009688627495e+00 7.299634642531206197e+00
2.222222222222222099e-01 1.568602820730209402e-01 1.579015919814192870e-01 1.584492887024353536e-01 1.546758448392067109e-01 1.494427057429854599e-01 1.425491464195864921e-01 1.385809606691248419e-01 1.366600502806569750e-01 1.325287981814220473e-01 1.341501159118596576e-01 1.319336078012867119e-01 1.260141993428600671e-01 1.245592429882576013e-01 1.186280733753894978e-01 1.160142590004085150e-01
2.500000000000000000e-01 8.598755998516942611e+00 8.620171916967034775e+00 8.625339440214505160e+00 8.596665003122785365e+00 8.549732413643695850e+00 8.476614267372379885e+00 8.446965448372324659e+00 8.422386410479486329e+00 8.400984784612177236e+00 8.377310690861879294e+00 8.338280236852602556e+00 8.308538131253097703e+00 8.261393445682399417e+00 8.218442428360724250e+00 8.181432958047697213e+00
2.500000000000000000e-01 1.944713916151279420e-01 1.951955184961295942e-01 1.966897676773982084e-01 1.924267670126571517e-01 1.872012154885727142e-01 1.792299349474895109e-01 1.755727348119737741e-01 1.715682600285877157e-01 1.652247227774896743e-01 1.593242370786587259e-01 1.565280668837747413e-01 1.531942016106206950e-01 1.519509017366953429e-01 1.483015807966268085e-01 1.424779143414767191e-01
2.777777777777777901e-01 9.613580943387511013e+00 9.607131597345297536e+00 9.585817266157505401e+00 9.554759845354622527e+00 9.516260381693637527e+00 9.471666401440081984e+00 9.454337096351025593e+00 9.438927270903601396e+00 9.405330560738786261e+00 9.350274858759394903e+00 9.292354096890001358e+00 9.277931720449091202e+00 9.283812732407483281e+00 9.248038408947040878e+00 9.216587925686305027e+00
2.777777777777777901e-01 2.533492004518898000e-01 2.478403339090711199e-01 2.449867818689828169e-01 2.375373297699336916e-01 2.326226069687251652e-01 2.256643833597404836e-01 2.157349394646743690e-01 2.108344047003782862e-01 2.024867660254408008e-01 1.988449587425638043e-01 1.946780345399350409e-01 1.937153910234101772e-01 1.937509611873142745e-01 1.869705487141963829e-01 1.838336134584022119e-01
3.055555555555555802e-01 1.071458111860108531e+01 1.071279001658800212e+01 1.072653222816788343e+01 1.071261751950223484e+01 1.065673558917680808e+01 1.057455166963917037e+01 1.061303347368563976e+01 1.062649745013996494e+01 1.059467904837199725e+01 1.053769453603700512e+01 1.047275501743511938e+01 1.043601682029665945e+01 1.040100975998790389e+01 1.035478588649722909e+01 1.031745956881463044e+01
