# tauT corr_tf_0 err b(a+b*tauf/tau^2) chisq/dof
1.944444444444444475e-01 1.060560606454591381e+00 2.659179573403225305e-02 -1.055379334575878403e+01 6.645868503896927848e-01 9.662590320759924245e-02
2.222222222222222099e-01 1.005432238094638997e+00 2.736293133849265757e-02 -9.349150547071531037e+00 6.591862780118677989e-01 1.798088670051689042e-01
2.500000000000000000e-01 9.708368157256841435e-01 3.195316636557810064e-02 -8.647035008448824556e+00 8.308913791147709560e-01 5.994201395315734010e-02
2.777777777777777901e-01 9.417777371072327819e-01 3.390484607054544686e-02 -7.985700860251056632e+00 8.142033091219254004e-01 2.011737433397053562e-02
3.055555555555555802e-01 9.257161138804537170e-01 3.311357838443607093e-02 -7.703780557325564438e+00 8.643339511489900318e-01 3.865747554322798707e-02
3.333333333333333148e-01 9.154052840153636961e-01 3.646557807169270582e-02 -7.583677926778959133e+00 8.239655692589034075e-01 2.441113151308456353e-02
3.611111111111111049e-01 9.001341455027234151e-01 3.832769605364716448e-02 -7.143470778181091774e+00 9.336805068812612518e-01 6.765556637630983430e-03
3.888888888888888951e-01 8.855084011372471586e-01 3.938921892790436807e-02 -6.644383973301644097e+00 9.584182153678035831e-01 6.449037774478373272e-03
4.166666666666666852e-01 8.940302752688950028e-01 4.363373571969197950e-02 -6.811454438483535156e+00 1.053062249291701669e+00 2.523699353561023595e-02
4.444444444444444198e-01 8.946360872053249480e-01 4.711111037458692863e-02 -6.853692610259470186e+00 1.176238887221590979e+00 2.482471119847043037e-02
4.722222222222222099e-01 9.285784680052172613e-01 5.198072374103801518e-02 -7.997672413394282032e+00 1.314053977462624090e+00 7.609371360273287088e-03
5.000000000000000000e-01 9.577970312098449401e-01 5.616236335334034990e-02 -9.473328299239453187e+00 1.405783248992655388e+00 6.441717549000590230e-03
