# col1:tauT row1:8taufT^2/taut^2 row2:med(tauT1) row3:err row4:med(tauT2) row5:err ...
3.611111111111111049e-01 1.621629409512481690e-02 1.593437498094840699e-02 1.545745387709829277e-02 1.516329614929867731e-02 1.428865472382767621e-02 1.390471473543242187e-02 1.363548254496860235e-02 1.298144252787913899e-02 1.266101891722970496e-02 1.248669208558794708e-02 1.212364327453252510e-02 1.194280618483833933e-02 1.125040515091424442e-02 1.099698721480435459e-02 1.079943429939977939e-02
3.888888888888888951e-01 7.181409899158620602e-01 7.156953435439039612e-01 7.105125981639601740e-01 7.056275364837163444e-01 7.022643994806696544e-01 6.989125627868565394e-01 6.939316171680749434e-01 6.893546485400660062e-01 6.869393768250271481e-01 6.837819538950149489e-01 6.808929511982197980e-01 6.773509429358216538e-01 6.719991470680115597e-01 6.665680565564849891e-01 6.610661931862690244e-01
3.888888888888888951e-01 1.782774722910396292e-02 1.730002318799894745e-02 1.697627995689465763e-02 1.643326154694513264e-02 1.591691308129628002e-02 1.560542520043861625e-02 1.537630738423800825e-02 1.461834139565454382e-02 1.441683743981081456e-02 1.362160072828555446e-02 1.323638828607465179e-02 1.317262001442220942e-02 1.266006867097502209e-02 1.245525977696526621e-02 1.191117535722319154e-02
4.166666666666666852e-01 7.194281358807705917e-01 7.167089667921592300e-01 7.109082760838743020e-01 7.069634907728838957e-01 7.051251554833725121e-01 7.029201065983543550e-01 6.987873141603682114e-01 6.955213037776104557e-01 6.929541372849072900e-01 6.885598776488401906e-01 6.832419320966718335e-01 6.782472526409613067e-01 6.725412662144829579e-01 6.675044149391927695e-01 6.627380287054052133e-01
4.166666666666666852e-01 1.986843680003014256e-02 1.979404018305275237e-02 1.908817429978182378e-02 1.862328028245385791e-02 1.770644254048159283e-02 1.703472573739406304e-02 1.692357862212667818e-02 1.647080612860762905e-02 1.645124844288448074e-02 1.577966242659667451e-02 1.486920452973838902e-02 1.431038195010680969e-02 1.431898235604056602e-02 1.424579975648898600e-02 1.339748012825570100e-02
4.444444444444444198e-01 7.211643158160997436e-01 7.213241831709675811e-01 7.193376618883422502e-01 7.150271037743449742e-01 7.107852867440329625e-01 7.061643305010802951e-01 7.015894091439699443e-01 6.972649724634303325e-01 6.943512017323008045e-01 6.887407419629965055e-01 6.832815960579488035e-01 6.777933678327439093e-01 6.730826568304919544e-01 6.684885547646640669e-01 6.640999976033715724e-01
4.444444444444444198e-01 2.199010083210617417e-02 2.156928278089997875e-02 2.091666719122176055e-02 2.070135886216195598e-02 1.999724745264097603e-02 1.895879793748578290e-02 1.875741352909476856e-02 1.788949252084148789e-02 1.800222784169758228e-02 1.680624595746849081e-02 1.629003840392706515e-02 1.562457750688905911e-02 1.512863794340846280e-02 1.444463879786994642e-02 1.407172474048923316e-02
4.722222222222222099e-01 7.277059572923350039e-01 7.242589372432591821e-01 7.187646585421176848e-01 7.133017472897007494e-01 7.076911278529663951e-01 7.019926833101759467e-01 6.976622251793489493e-01 6.932842234171872065e-01 6.896530721936329211e-01 6.844189866979666359e-01 6.785205176428876772e-01 6.733617152199775635e-01 6.678534152941899560e-01 6.633883185174156427e-01 6.592176692690276951e-01
4.722222222222222099e-01 2.462673714637053646e-02 2.413345010596479323e-02 2.335691217261892660e-02 2.241093329104204557e-02 2.123195699531887914e-02 2.020443828355744653e-02 2.037736119622646225e-02 1.937121167139044253e-02 1.944548041547977668e-02 1.883536758962389701e-02 1.781346175441400614e-02 1.685018926345804857e-02 1.632069264498914318e-02 1.596618166632857161e-02 1.535457467684653299e-02
5.000000000000000000e-01 7.192697156637859468e-01 7.153444202354114489e-01 7.086175997771690938e-01 7.020321146488750497e-01 6.962532190168668755e-01 6.886232064240700446e-01 6.831469023931007190e-01 6.779796629660643781e-01 6.760555701165644749e-01 6.693783942642144158e-01 6.617771449251620419e-01 6.557986620766295127e-01 6.490145797416425610e-01 6.432400330449408177e-01 6.374872454968270041e-01
5.000000000000000000e-01 2.761644978012756102e-02 2.685900827543008518e-02 2.573117831923843468e-02 2.468114802424725696e-02 2.372481270594106739e-02 2.259691097853466779e-02 2.132536543023755282e-02 2.040307331495305743e-02 2.061189057484336118e-02 1.955232883903623708e-02 1.917305391725943053e-02 1.846072453346969677e-02 1.774250108045061225e-02 1.762688187183636401e-02 1.695939891541919931e-02
