# tauT corr_tf_0 err b(a+b*tauf/tau^2) chisq/dof
1.666666666666666574e-01 1.090355954302943520e+00 1.816629938719827031e-02 -1.133100699271648537e+01 4.519285301608206851e-01 4.313774697449478807e-02
1.944444444444444475e-01 1.041242532355235451e+00 2.242374102610633635e-02 -1.022322361235897326e+01 5.143934064237658532e-01 3.184116801763474391e-02
2.222222222222222099e-01 1.007468097544797381e+00 2.637585151218635460e-02 -9.524122297234580259e+00 6.385803969238921241e-01 2.936766208607884121e-02
2.500000000000000000e-01 9.716563481502238364e-01 2.803034136901194628e-02 -8.683565465346990919e+00 7.167945962100281676e-01 5.260261616774407172e-03
2.777777777777777901e-01 9.402290764733339801e-01 2.997565778407318415e-02 -7.965889138954747928e+00 7.217916698149258181e-01 1.277316915748539020e-02
3.055555555555555802e-01 9.219368872014466199e-01 3.240084683409083510e-02 -7.578057930958323141e+00 7.548809019086029082e-01 5.490501304818948269e-02
3.333333333333333148e-01 9.152403160017752448e-01 3.672084042086187772e-02 -7.501866335982422029e+00 8.636918299626561435e-01 9.239016992243595516e-03
3.611111111111111049e-01 8.990108833253795950e-01 3.958884955437280695e-02 -7.121587407513665369e+00 9.194555646545117256e-01 4.949993568590841525e-02
3.888888888888888951e-01 8.788860957915034522e-01 4.493212600502061171e-02 -6.579513866659869592e+00 1.010738902052182198e+00 6.634522736343646115e-03
4.166666666666666852e-01 8.501433714923178897e-01 4.769180781364901200e-02 -5.726893023173646569e+00 1.150696134564163309e+00 2.869649882821572514e-03
4.444444444444444198e-01 8.376155653635836140e-01 5.160621999425185624e-02 -5.245084560311875421e+00 1.234874109280162280e+00 6.654326542407568157e-02
4.722222222222222099e-01 8.305333061804559547e-01 5.571419515948694556e-02 -5.126105639599645158e+00 1.414252475732186376e+00 5.583558988585067724e-03
5.000000000000000000e-01 9.077129561202601504e-01 6.147626555466079168e-02 -8.015640987390193928e+00 1.507347351206972164e+00 1.152157512174040721e-01
