# w/T rho/wT^3(C=1) err_low err_up rho/wT^3(C=5) err_low err_up
1.975526393256919668e-03 2.312577561870351239e+00 7.171751273323025977e-01 6.691381194428975832e-01 8.888945422075416047e-01 2.765213227322630418e-01 2.527986643582216253e-01
2.012017763867269410e-03 2.312577225366351019e+00 7.171750229758890871e-01 6.691380220763680775e-01 8.888945370337868468e-01 2.765213211227881551e-01 2.527986628868228447e-01
2.049183192862041435e-03 2.312576876316023267e+00 7.171749147286168302e-01 6.691379210795909138e-01 8.888945316671305052e-01 2.765213194533044927e-01 2.527986613605633925e-01
2.087035131259051476e-03 2.312576514251588833e+00 7.171748024454176473e-01 6.691378163172170268e-01 8.888945261003804443e-01 2.765213177215748441e-01 2.527986597773981270e-01
2.125586260067832342e-03 2.312576138687830518e+00 7.171746859758163506e-01 6.691377076488502773e-01 8.888945203260760763e-01 2.765213159252780661e-01 2.527986581352053008e-01
2.164849494537975615e-03 2.312575749121439372e+00 7.171745651637273511e-01 6.691375949288596026e-01 8.888945143364788137e-01 2.765213140620071952e-01 2.527986564317836748e-01
2.204837988485947899e-03 2.312575345030343232e+00 7.171744398472459370e-01 6.691374780061836169e-01 8.888945081235617440e-01 2.765213121292648957e-01 2.527986546648504085e-01
2.245565138701831852e-03 2.312574925873003284e+00 7.171743098584304477e-01 6.691373567241303277e-01 8.888945016789984166e-01 2.765213101244612393e-01 2.527986528320380621e-01
2.287044589437468682e-03 2.312574491087691086e+00 7.171741750230773427e-01 6.691372309201653046e-01 8.888944949941518514e-01 2.765213080449089311e-01 2.527986509308898233e-01
2.329290236977498308e-03 2.312574040091736727e+00 7.171740351604904973e-01 6.691371004256945199e-01 8.888944880600629928e-01 2.765213058878212005e-01 2.527986489588579522e-01
2.372316234294842823e-03 2.312573572280743228e+00 7.171738900832336228e-01 6.691369650658374191e-01 8.888944808674394960e-01 2.765213036503073596e-01 2.527986469132998959e-01
2.416136995792178034e-03 2.312573087027782748e+00 7.171737395968842410e-01 6.691368246591946622e-01 8.888944734066417386e-01 2.765213013293686961e-01 2.527986447914738477e-01
2.460767202130992055e-03 2.312572583682553695e+00 7.171735834997725600e-01 6.691366790176012103e-01 8.888944656676707190e-01 2.765212989218946982e-01 2.527986425905361934e-01
2.506221805149842947e-03 2.312572061570508097e+00 7.171734215827068049e-01 6.691365279458802995e-01 8.888944576401553999e-01 2.765212964246591687e-01 2.527986403075372923e-01
2.552516032873465568e-03 2.312571519991949653e+00 7.171732536286985482e-01 6.691363712415761000e-01 8.888944493133370539e-01 2.765212938343150073e-01 2.527986379394173699e-01
2.599665394614405958e-03 2.312570958221095374e+00 7.171730794126678354e-01 6.691362086946850418e-01 8.888944406760563854e-01 2.765212911473907686e-01 2.527986354830036309e-01
2.647685686168889819e-03 2.312570375505102582e+00 7.171728987011429801e-01 6.691360400873738179e-01 8.888944317167378761e-01 2.765212883602855554e-01 2.527986329350030426e-01
2.696592995108667602e-03 2.312569771063061275e+00 7.171727112519499236e-01 6.691358651936898383e-01 8.888944224233745750e-01 2.765212854692642441e-01 2.527986302920011141e-01
2.746403706170621236e-03 2.312569144084946959e+00 7.171725168138836093e-01 6.691356837792525880e-01 8.888944127835118891e-01 2.765212824704523786e-01 2.527986275504559011e-01
2.797134506745897146e-03 2.312568493730535302e+00 7.171723151263746932e-01 6.691354956009467614e-01 8.888944027842302642e-01 2.765212793598306185e-01 2.527986247066933423e-01
2.848802392470463352e-03 2.312567819128278135e+00 7.171721059191387138e-01 6.691353004065914156e-01 8.888943924121295304e-01 2.765212761332308533e-01 2.527986217569024863e-01
2.901424672918918174e-03 2.312567119374130620e+00 7.171718889118141593e-01 6.691350979346046834e-01 8.888943816533088071e-01 2.765212727863283204e-01 2.527986186971293847e-01
2.955018977403478693e-03 2.312566393530345543e+00 7.171716638135867683e-01 6.691348879136507222e-01 8.888943704933494061e-01 2.765212693146377188e-01 2.527986155232739840e-01
3.009603260880078842e-03 2.312565640624215213e+00 7.171714303228022835e-01 6.691346700622791133e-01 8.888943589172952908e-01 2.765212657135066587e-01 2.527986122310825756e-01
3.065195809963582041e-03 2.312564859646764504e+00 7.171711881265567801e-01 6.691344440885473865e-01 8.888943469096325378e-01 2.765212619781088899e-01 2.527986088161430223e-01
3.121815249054075547e-03 2.312564049551404821e+00 7.171709369002834400e-01 6.691342096896266689e-01 8.888943344542686864e-01 2.765212581034380834e-01 2.527986052738785405e-01
3.179480546576354209e-03 2.312563209252527230e+00 7.171706763073137925e-01 6.691339665513980073e-01 8.888943215345113114e-01 2.765212540843016154e-01 2.527986015995424829e-01
3.238211021334646243e-03 2.312562337624049391e+00 7.171704059984276292e-01 6.691337143480349248e-01 8.888943081330455964e-01 2.765212499153131276e-01 2.527985977882101221e-01
3.298026348984725142e-03 2.312561433497908325e+00 7.171701256113864886e-01 6.691334527415588873e-01 8.888942942319117968e-01 2.765212455908859779e-01 2.527985938347734329e-01
3.358946568625571349e-03 2.312560495662492333e+00 7.171698347704458243e-01 6.691331813813943263e-01 8.888942798124793709e-01 2.765212411052239139e-01 2.527985897339347643e-01
3.420992089512792447e-03 2.312559522861019623e+00 7.171695330858529616e-01 6.691328999038956837e-01 8.888942648554241099e-01 2.765212364523156330e-01 2.527985854801977350e-01
3.484183697896052652e-03 2.312558513789854331e+00 7.171692201533252931e-01 6.691326079318580256e-01 8.888942493407008261e-01 2.765212316259255676e-01 2.527985810678619050e-01
3.548542563982803617e-03 2.312557467096759467e+00 7.171688955535080456e-01 6.691323050740169975e-01 8.888942332475173735e-01 2.765212266195854474e-01 2.527985764910136712e-01
3.614090249030642386e-03 2.312556381379086368e+00 7.171685588514129517e-01 6.691319909245181385e-01 8.888942165543055607e-01 2.765212214265858615e-01 2.527985717435196067e-01
3.680848712570682166e-03 2.312555255181892200e+00 7.171682095958338277e-01 6.691316650623777562e-01 8.888941992386940605e-01 2.765212160399672658e-01 2.527985668190173563e-01
3.748840319764348925e-03 2.312554086995994851e+00 7.171678473187439451e-01 6.691313270509193778e-01 8.888941812774771023e-01 2.765212104525109904e-01 2.527985617109063110e-01
3.818087848896070582e-03 2.312552875255947882e+00 7.171674715346672002e-01 6.691309764371853319e-01 8.888941626465831636e-01 2.765212046567284698e-01 2.527985564123416129e-01
3.888614499004368948e-03 2.312551618337946202e+00 7.171670817400317421e-01 6.691306127513301227e-01 8.888941433210436616e-01 2.765211986448524728e-01 2.527985509162223865e-01
3.960443897653913130e-03 2.312550314557648257e+00 7.171666774124900723e-01 6.691302355059942641e-01 8.888941232749592025e-01 2.765211924088261108e-01 2.527985452151824131e-01
4.033600108851133868e-03 2.312548962167917388e+00 7.171662580102209361e-01 6.691298441956501364e-01 8.888941024814647207e-01 2.765211859402921801e-01 2.527985393015812488e-01
4.108107641106052525e-03 2.312547559356486815e+00 7.171658229712050137e-01 6.691294382959229736e-01 8.888940809126930631e-01 2.765211792305812821e-01 2.527985331674942326e-01
4.183991455643029135e-03 2.312546104243529577e+00 7.171653717124721883e-01 6.691290172628887589e-01 8.888940585397385741e-01 2.765211722707017206e-01 2.527985268047000522e-01
4.261276974763169093e-03 2.312544594879136994e+00 7.171649036293172852e-01 6.691285805323472502e-01 8.888940353326175714e-01 2.765211650513257347e-01 2.527985202046716395e-01
4.339990090361220409e-03 2.312543029240711423e+00 7.171644180944942715e-01 6.691281275190652522e-01 8.888940112602287114e-01 2.765211575627786189e-01 2.527985133585640698e-01
4.420157172599752278e-03 2.312541405230254199e+00 7.171639144573731528e-01 6.691276576159914669e-01 8.888939862903106892e-01 2.765211497950239572e-01 2.527985062572017938e-01
4.501805078743598663e-03 2.312539720671553667e+00 7.171633920430677822e-01 6.691271701934460303e-01 8.888939603893997177e-01 2.765211417376518543e-01 2.527984988910683128e-01
4.584961162157475192e-03 2.312537973307273287e+00 7.171628501515345810e-01 6.691266645982749672e-01 8.888939335227838967e-01 2.765211333798637261e-01 2.527984912502920789e-01
4.669653281469792958e-03 2.312536160795927387e+00 7.171622880566339564e-01 6.691261401529753350e-01 8.888939056544575834e-01 2.765211247104590875e-01 2.527984833246326168e-01
4.755909809905745772e-03 2.312534280708741896e+00 7.171617050051553033e-01 6.691255961547866171e-01 8.888938767470726532e-01 2.765211157178193435e-01 2.527984751034677569e-01
4.843759644792815927e-03 2.312532330526403612e+00 7.171611002158111425e-01 6.691250318747545833e-01 8.888938467618880956e-01 2.765211063898930233e-01 2.527984665757805338e-01
4.933232217241815751e-03 2.312530307635686011e+00 7.171604728781895144e-01 6.691244465567467437e-01 8.888938156587187223e-01 2.765210967141787934e-01 2.527984577301420899e-01
5.024357502006804310e-03 2.312528209325945383e+00 7.171598221516666261e-01 6.691238394164473746e-01 8.888937833958807655e-01 2.765210866777095822e-01 2.527984485546981297e-01
5.117166027527110181e-03 2.312526032785495289e+00 7.171591471642841942e-01 6.691232096403014751e-01 8.888937499301370337e-01 2.765210762670351485e-01 2.527984390371511569e-01
5.211688886154844727e-03 2.312523775097837575e+00 7.171584470115806020e-01 6.691225563844285240e-01 8.888937152166376254e-01 2.765210654682032088e-01 2.527984291647471515e-01
5.307957744571348453e-03 2.312521433237755275e+00 7.171577207553760935e-01 6.691218787734900530e-01 8.888936792088606431e-01 2.765210542667416727e-01 2.527984189242544755e-01
5.406004854396035536e-03 2.312519004067263850e+00 7.171569674225211077e-01 6.691211758995185832e-01 8.888936418585495769e-01 2.765210426476385486e-01 2.527984083019494399e-01
5.505863062991207466e-03 2.312516484331405664e+00 7.171561860035908786e-01 6.691204468207017086e-01 8.888936031156486894e-01 2.765210305953221814e-01 2.527983972835967652e-01
5.607565824466446622e-03 2.312513870653893022e+00 7.171553754515320733e-01 6.691196905601195510e-01 8.888935629282359585e-01 2.765210180936404916e-01 2.527983858544300411e-01
5.711147210886286484e-03 2.312511159532586902e+00 7.171545346802647991e-01 6.691189061044346964e-01 8.888935212424537990e-01 2.765210051258394364e-01 2.527983739991315204e-01
5.816641923684898532e-03 2.312508347334802039e+00 7.171536625632215500e-01 6.691180924025434962e-01 8.888934780024362325e-01 2.765209916745396956e-01 2.527983617018136897e-01
5.924085305291634795e-03 2.312505430292449926e+00 7.171527579318464074e-01 6.691172483641572022e-01 8.888934331502345021e-01 2.765209777217145781e-01 2.527983489459957323e-01
6.033513350971310939e-03 2.312502404496985520e+00 7.171518195740234081e-01 6.691163728583489068e-01 8.888933866257389127e-01 2.765209632486647084e-01 2.527983357145833221e-01
6.144962720883198094e-03 2.312499265894178535e+00 7.171508462324560629e-01 6.691154647120391985e-01 8.888933383665992283e-01 2.765209482359939352e-01 2.527983219898438660e-01
6.258470752362770527e-03 2.312496010278684011e+00 7.171498366029871452e-01 6.691145227084205338e-01 8.888932883081401837e-01 2.765209326635826859e-01 2.527983077533839662e-01
6.374075472430310897e-03 2.312492633288408150e+00 7.171487893328454266e-01 6.691135455853349789e-01 8.888932363832753314e-01 2.765209165105615430e-01 2.527982929861243289e-01
6.491815610530579823e-03 2.312489130398670767e+00 7.171477030188400104e-01 6.691125320335782334e-01 8.888931825224167804e-01 2.765208997552829340e-01 2.527982776682743404e-01
6.611730611507792010e-03 2.312485496916147465e+00 7.171465762054805015e-01 6.691114806951485861e-01 8.888931266533819375e-01 2.765208823752913769e-01 2.527982617793063103e-01
6.733860648820306008e-03 2.312481727972584444e+00 7.171454073830270115e-01 6.691103901614292582e-01 8.888930687012979170e-01 2.765208643472960581e-01 2.527982452979249395e-01
6.858246637999340992e-03 2.312477818518280159e+00 7.171441949854693299e-01 6.691092589713045768e-01 8.888930085884984011e-01 2.765208456471351939e-01 2.527982282020441174e-01
6.984930250356360081e-03 2.312473763315328945e+00 7.171429373884306013e-01 6.691080856091997653e-01 8.888929462344232757e-01 2.765208262497481639e-01 2.527982104687516163e-01
7.113953926943629609e-03 2.312469556930603964e+00 7.171416329069939533e-01 6.691068685030527874e-01 8.888928815555081631e-01 2.765208061291396513e-01 2.527981920742821131e-01
7.245360892772657185e-03 2.312465193728488799e+00 7.171402797934447459e-01 6.691056060222155821e-01 8.888928144650724006e-01 2.765207852583442261e-01 2.527981729939846600e-01
7.379195171295253874e-03 2.312460667863330599e+00 7.171388762349331092e-01 6.691042964752611510e-01 8.888927448732042436e-01 2.765207636093921506e-01 2.527981532022878230e-01
7.515501599152134976e-03 2.312455973271616116e+00 7.171374203510452183e-01 6.691029381077315819e-01 8.888926726866396288e-01 2.765207411532700776e-01 2.527981326726677080e-01
7.654325841193871521e-03 2.312451103663859087e+00 7.171359101912908596e-01 6.691015290997781584e-01 8.888925978086369417e-01 2.765207178598834137e-01 2.527981113776117672e-01
7.795714405779380178e-03 2.312446052516177630e+00 7.171343437324873005e-01 6.691000675637344131e-01 8.888925201388480080e-01 2.765206936980153518e-01 2.527980892885806075e-01
7.939714660356965784e-03 2.312440813061565237e+00 7.171327188760538984e-01 6.690985515415843743e-01 8.888924395731825356e-01 2.765206686352845722e-01 2.527980663759725743e-01
8.086374847333183125e-03 2.312435378280836229e+00 7.171310334452056789e-01 6.690969790023473251e-01 8.888923560036707805e-01 2.765206426381041638e-01 2.527980426090798982e-01
8.235744100234816678e-03 2.312429740893231056e+00 7.171292851820378900e-01 6.690953478393533160e-01 8.888922693183156643e-01 2.765206156716327746e-01 2.527980179560522789e-01
8.387872460169407129e-03 2.312423893346675641e+00 7.171274717445066393e-01 6.690936558674294155e-01 8.888921794009458921e-01 2.765205876997319789e-01 2.527979923838497012e-01
8.542810892589824609e-03 2.312417827807672133e+00 7.171255907032914045e-01 6.690919008199753826e-01 8.888920861310583010e-01 2.765205586849148744e-01 2.527979658582024669e-01
8.700611304368523896e-03 2.312411536150824620e+00 7.171236395385500728e-01 6.690900803459287616e-01 8.888919893836565445e-01 2.765205285882966768e-01 2.527979383435620120e-01
8.861326561187175821e-03 2.312405009947962498e+00 7.171216156365429750e-01 6.690881920066216182e-01 8.888918890290846697e-01 2.765204973695438717e-01 2.527979098030541660e-01
9.025010505247527820e-03 2.312398240456867704e+00 7.171195162861392358e-01 6.690862332725173722e-01 8.888917849328523690e-01 2.765204649868185927e-01 2.527978801984300805e-01
9.191717973309412523e-03 2.312391218609582744e+00 7.171173386751898970e-01 6.690842015198250614e-01 8.888916769554544572e-01 2.765204313967226657e-01 2.527978494900158246e-01
9.361504815061936005e-03 2.312383935000276391e+00 7.171150798867635956e-01 6.690820940269932571e-01 8.888915649521854645e-01 2.765203965542406550e-01 2.527978176366568741e-01
9.534427911834033459e-03 2.312376379872666199e+00 7.171127368952479042e-01 6.690799079710689767e-01 8.888914487729442371e-01 2.765203604126783565e-01 2.527977845956657088e-01
9.710545195650626890e-03 2.312368543106972929e+00 7.171103065623041228e-01 6.690776404239189290e-01 8.888913282620334311e-01 2.765203229236007365e-01 2.527977503227616385e-01
9.889915668640785959e-03 2.312360414206380277e+00 7.171077856326653066e-01 6.690752883483193081e-01 8.888912032579506795e-01 2.765202840367670944e-01 2.527977147720142925e-01
1.007259942280438851e-02 2.312351982283007423e+00 7.171051707297890765e-01 6.690728485938901571e-01 8.888910735931723206e-01 2.765202437000631175e-01 2.527976778957807813e-01
1.025865766014394387e-02 2.312343236043341577e+00 7.171024583513376793e-01 6.690703178928840700e-01 8.888909390939283561e-01 2.765202018594317135e-01 2.527976396446409701e-01
1.044815271316818991e-02 2.312334163773147822e+00 7.170996448644997301e-01 6.690676928558185743e-01 8.888907995799713024e-01 2.765201584588008465e-01 2.527975999673337526e-01
1.064114806577452950e-02 2.312324753321801651e+00 7.170967265011316538e-01 6.690649699669433126e-01 8.888906548643320527e-01 2.765201134400071536e-01 2.527975588106852189e-01
1.083770837451715485e-02 2.312314992086053511e+00 7.170936993527212699e-01 6.690621455795415784e-01 8.888905047530712977e-01 2.765200667427192283e-01 2.527975161195397114e-01
1.103789949026802615e-02 2.312304866993176056e+00 7.170905593651621945e-01 6.690592159110537729e-01 8.888903490450191791e-01 2.765200183043560189e-01 2.527974718366853280e-01
1.124178848027798140e-02 2.312294364483500786e+00 7.170873023333388385e-01 6.690561770380276663e-01 8.888901875315053935e-01 2.765199680600038956e-01 2.527974259027767623e-01
1.144944365064534328e-02 2.312283470492289439e+00 7.170839238955026840e-01 6.690530248908683753e-01 8.888900199960796389e-01 2.765199159423281650e-01 2.527973782562566996e-01
1.166093456919956549e-02 2.312272170430949902e+00 7.170804195274487203e-01 6.690497552484058197e-01 8.888898462142217349e-01 2.765198618814841414e-01 2.527973288332715507e-01
1.187633208880757574e-02 2.312260449167537146e+00 7.170767845364676152e-01 6.690463637322525692e-01 8.888896659530407529e-01 2.765198058050230001e-01 2.527972775675884076e-01
1.209570837111063023e-02 2.312248291006545386e+00 7.170730140550787279e-01 6.690428458009551882e-01 8.888894789709631539e-01 2.765197476377951880e-01 2.527972243905047822e-01
1.231913691069961257e-02 2.312235679667937749e+00 7.170691030345268668e-01 6.690391967439297538e-01 8.888892850174081595e-01 2.765196873018486157e-01 2.527971692307560136e-01
1.254669255973695462e-02 2.312222598265408546e+00 7.170650462380414591e-01 6.690354116751682234e-01 8.888890838324531307e-01 2.765196247163255183e-01 2.527971120144211215e-01
1.277845155303324737e-02 2.312209029283828876e+00 7.170608382338419240e-01 6.690314855267152083e-01 8.888888751464849580e-01 2.765195597973534314e-01 2.527970526648226635e-01
1.301449153358717574e-02 2.312194954555864879e+00 7.170564733878854735e-01 6.690274130419013865e-01 8.888886586798381284e-01 2.765194924579327251e-01 2.527969911024252614e-01
1.325489157859716799e-02 2.312180355237721585e+00 7.170519458563466841e-01 6.690231887683246725e-01 8.888884341424205804e-01 2.765194226078204753e-01 2.527969272447272431e-01
1.349973222595352365e-02 2.312165211783986152e+00 7.170472495778126287e-01 6.690188070505742601e-01 8.888882012333252369e-01 2.765193501534087828e-01 2.527968610061517296e-01
1.374909550121991911e-02 2.312149503921553162e+00 7.170423782652022293e-01 6.690142620226779968e-01 8.888879596404259953e-01 2.765192749976000952e-01 2.527967922979312831e-01
1.400306494511327493e-02 2.312133210622557833e+00 7.170373253973656436e-01 6.690095476002828612e-01 8.888877090399600611e-01 2.765191970396770893e-01 2.527967210279884469e-01
1.426172564149126229e-02 2.312116310076332226e+00 7.170320842103929948e-01 6.690046574725281303e-01 8.888874490960940733e-01 2.765191161751671123e-01 2.527966471008136207e-01
1.452516424585674829e-02 2.312098779660301417e+00 7.170266476885842621e-01 6.689995850936343302e-01 8.888871794604740195e-01 2.765190322957025160e-01 2.527965704173360528e-01
1.479346901438880098e-02 2.312080595909818737e+00 7.170210085550985379e-01 6.689943236741675570e-01 8.888868997717584985e-01 2.765189452888755506e-01 2.527964908747915018e-01
1.506672983350992694e-02 2.312061734486869025e+00 7.170151592622449055e-01 6.689888661719884944e-01 8.888866096551344409e-01 2.765188550380877075e-01 2.527964083665845685e-01
1.534503824999945178e-02 2.312042170147622588e+00 7.170090919814229302e-01 6.689832052828634801e-01 8.888863087218155101e-01 2.765187614223937329e-01 2.527963227821450332e-01
1.562848750166323172e-02 2.312021876708785229e+00 7.170027985926856751e-01 6.689773334307256292e-01 8.888859965685198539e-01 2.765186643163388691e-01 2.527962340067813063e-01
1.591717254856973504e-02 2.312000827012702153e+00 7.169962706739174685e-01 6.689712427575806863e-01 8.888856727769314237e-01 2.765185635897913219e-01 2.527961419215258854e-01
1.621119010486325382e-02 2.311978992891170925e+00 7.169894994896135465e-01 6.689649251130345142e-01 8.888853369131375359e-01 2.765184591077678444e-01 2.527960464029752607e-01
1.651063867116467007e-02 2.311956345127918588e+00 7.169824759792402524e-01 6.689583720434368885e-01 8.888849885270497797e-01 2.765183507302525490e-01 2.527959473231256027e-01
1.681561856757078643e-02 2.311932853419685685e+00 7.169751907451700212e-01 6.689515747806225043e-01 8.888846271517993891e-01 2.765182383120100562e-01 2.527958445492006767e-01
1.712623196726314329e-02 2.311908486335883417e+00 7.169676340401687220e-01 6.689445242302314298e-01 8.888842523031111886e-01 2.765181217023896521e-01 2.527957379434752072e-01
1.744258293073768645e-02 2.311883211276740013e+00 7.169597957544140421e-01 6.689372109596094518e-01 8.888838634786571102e-01 2.765180007451251143e-01 2.527956273630878048e-01
1.776477744066673470e-02 2.311856994429924761e+00 7.169516654020475777e-01 6.689296251852487885e-01 8.888834601573809557e-01 2.765178752781237703e-01 2.527955126598524505e-01
1.809292343740484879e-02 2.311829800725551998e+00 7.169432321072175540e-01 6.689217567597718350e-01 8.888830417988007326e-01 2.765177451332498926e-01 2.527953936800579893e-01
1.842713085515062729e-02 2.311801593789533094e+00 7.169344845896148399e-01 6.689135951584335160e-01 8.888826078422860100e-01 2.765176101361003225e-01 2.527952702642617400e-01
1.876751165877639863e-02 2.311772335895204478e+00 7.169254111494685056e-01 6.689051294651262580e-01 8.888821577063044099e-01 2.765174701057694362e-01 2.527951422470791076e-01
1.911417988133826476e-02 2.311741987913173979e+00 7.169159996519967049e-01 6.688963483578627134e-01 8.888816907876443407e-01 2.765173248546070051e-01 2.527950094569583195e-01
1.946725166227908019e-02 2.311710509259312651e+00 7.169062375112738028e-01 6.688872400937362350e-01 8.888812064606059771e-01 2.765171741879676182e-01 2.527948717159527181e-01
1.982684528633692211e-02 2.311677857840836126e+00 7.168961116735117489e-01 6.688777924933111407e-01 8.888807040761642630e-01 2.765170179039500020e-01 2.527947288394808423e-01
2.019308122317246476e-02 2.311643990000396442e+00 7.168856085997208361e-01 6.688679929244507605e-01 8.888801829610968319e-01 2.765168557931247939e-01 2.527945806360811787e-01
2.056608216772823350e-02 2.311608860458113313e+00 7.168747142477325252e-01 6.688578282855441870e-01 8.888796424170850585e-01 2.765166876382559868e-01 2.527944269071542571e-01
2.094597308133339109e-02 2.311572422251479075e+00 7.168634140535625754e-01 6.688472849881148541e-01 8.888790817197764760e-01 2.765165132140087190e-01 2.527942674466965300e-01
2.133288123356780544e-02 2.311534626673044546e+00 7.168516929120862802e-01 6.688363489387931793e-01 8.888785001178154399e-01 2.765163322866478479e-01 2.527941020410247042e-01
2.172693624489938774e-02 2.311495423205818689e+00 7.168395351570071572e-01 6.688250055206230726e-01 8.888778968318360452e-01 2.765161446137247570e-01 2.527939304684898580e-01
2.212827013010907132e-02 2.311454759456292862e+00 7.168269245400806788e-01 6.688132395736841040e-01 8.888772710534187382e-01 2.765159499437528368e-01 2.527937524991801244e-01
2.253701734251785382e-02 2.311412581085008799e+00 7.168138442095897123e-01 6.688010353749973547e-01 8.888766219440064065e-01 2.765157480158696446e-01 2.527935678946123810e-01
2.295331481903085946e-02 2.311368831734569085e+00 7.168002766880110510e-01 6.687883766177034062e-01 8.888759486337820537e-01 2.765155385594888493e-01 2.527933764074141720e-01
2.337730202601339888e-02 2.311323452955019064e+00 7.167862038488819199e-01 6.687752463894627297e-01 8.888752502205026218e-01 2.765153212939360783e-01 2.527931777809904190e-01
2.380912100601441372e-02 2.311276384126480288e+00 7.167716068928025042e-01 6.687616271500771425e-01 8.888745257682924006e-01 2.765150959280756604e-01 2.527929717491805839e-01
2.424891642535313002e-02 2.311227562378961764e+00 7.167564663225707289e-01 6.687475007082825940e-01 8.888737743063863661e-01 2.765148621599170520e-01 2.527927580359032866e-01
2.469683562258446693e-02 2.311176922509223797e+00 7.167407619173964406e-01 6.687328481976972938e-01 8.888729948278329962e-01 2.765146196762134911e-01 2.527925363547834925e-01
2.515302865785990979e-02 2.311124396894609578e+00 7.167244727061847787e-01 6.687176500518861033e-01 8.888721862881431290e-01 2.765143681520407792e-01 2.527923064087730376e-01
2.561764836320005664e-02 2.311069915403718866e+00 7.167075769398281171e-01 6.687018859785163194e-01 8.888713476038924144e-01 2.765141072503619624e-01 2.527920678897493945e-01
2.609085039369582470e-02 2.311013405303823820e+00 7.166900520624981397e-01 6.686855349325679931e-01 8.888704776512696970e-01 2.765138366215769139e-01 2.527918204781043343e-01
2.657279327965539686e-02 2.310954791164898658e+00 7.166718746818814267e-01 6.686685750885650315e-01 8.888695752645718873e-01 2.765135559030535983e-01 2.527915638423152700e-01
2.706363847971443928e-02 2.310893994760157444e+00 7.166530205383361274e-01 6.686509838117977722e-01 8.888686392346426546e-01 2.765132647186421266e-01 2.527912976385032762e-01
2.756355043492735371e-02 2.310830934962954331e+00 7.166334644729164260e-01 6.686327376284872948e-01 8.888676683072531670e-01 2.765129626781713812e-01 2.527910215099684610e-01
2.807269662385766459e-02 2.310765527639943695e+00 7.166131803942406009e-01 6.686138121948763668e-01 8.888666611814221019e-01 2.765126493769259897e-01 2.527907350867172331e-01
2.859124761868605050e-02 2.310697685540339386e+00 7.165921412441493832e-01 6.685941822651835231e-01 8.888656165076735949e-01 2.765123243951053134e-01 2.527904379849623684e-01
2.911937714235476524e-02 2.310627318181159406e+00 7.165703189621153157e-01 6.685738216584011795e-01 8.888645328862303518e-01 2.765119872972600090e-01 2.527901298066124181e-01
2.965726212676760704e-02 2.310554331728297939e+00 7.165476844483644747e-01 6.685527032238809397e-01 8.888634088651383713e-01 2.765116376317098279e-01 2.527898101387358043e-01
3.020508277206506928e-02 2.310478628873282592e+00 7.165242075256528231e-01 6.685307988056785611e-01 8.888622429383232770e-01 2.765112749299385442e-01 2.527894785530100386e-01
3.076302260699410179e-02 2.310400108705567668e+00 7.164998568996638895e-01 6.685080792055972942e-01 8.888610335435727094e-01 2.765108987059654577e-01 2.527891346051480692e-01
3.133126855039334441e-02 2.310318666580207125e+00 7.164746001179720380e-01 6.684845141449016204e-01 8.888597790604463311e-01 2.765105084556973569e-01 2.527887778343006486e-01
3.191001097381391399e-02 2.310234193980732265e+00 7.164484035275167084e-01 6.684600722246445414e-01 8.888584778081036752e-01 2.765101036562507275e-01 2.527884077624431569e-01
3.249944376529691203e-02 2.310146578377093363e+00 7.164212322305483216e-01 6.684347208845555777e-01 8.888571280430552779e-01 2.765096837652524231e-01 2.527880238937334489e-01
3.309976439432909395e-02 2.310055703078459644e+00 7.163930500389783518e-01 6.684084263604566090e-01 8.888557279568282121e-01 2.765092482201151336e-01 2.527876257138464977e-01
3.371117397799829052e-02 2.309961447080731922e+00 7.163638194270904869e-01 6.683811536401345066e-01 8.888542756735443584e-01 2.765087964372819895e-01 2.527872126892894977e-01
3.433387734837089339e-02 2.309863684908555648e+00 7.163335014825444880e-01 6.683528664176350276e-01 8.888527692474084141e-01 2.765083278114460752e-01 2.527867842666848830e-01
3.496808312111389372e-02 2.309762286451670477e+00 7.163020558556270068e-01 6.683235270458993682e-01 8.888512066601046424e-01 2.765078417147410761e-01 2.527863398720300303e-01
3.561400376538449014e-02 2.309657116795378329e+00 7.162694407066754199e-01 6.682930964877225044e-01 8.888495858180938125e-01 2.765073374958991748e-01 2.527858789099288739e-01
3.627185567501069879e-02 2.309548036044941632e+00 7.162356126516196131e-01 6.682615342649373957e-01 8.888479045498103304e-01 2.765068144793797478e-01 2.527854007627965416e-01
3.694185924098674495e-02 2.309434899143704367e+00 7.162005267055788771e-01 6.682287984057904140e-01 8.888461606027566742e-01 2.765062719644657552e-01 2.527849047900290191e-01
3.762423892530758485e-02 2.309317555684714307e+00 7.161641362244415276e-01 6.681948453904316132e-01 8.888443516404873623e-01 2.765057092243252690e-01 2.527843903271502768e-01
3.831922333616744059e-02 2.309195849715632409e+00 7.161263928443655224e-01 6.681596300944692146e-01 8.888424752394830097e-01 2.765051255050391399e-01 2.527838566849180957e-01
3.902704530454698117e-02 2.309069619536693541e+00 7.160872464191185838e-01 6.681231057305105914e-01 8.888405288859049236e-01 2.765045200245909163e-01 2.527833031484052473e-01
3.974794196221564241e-02 2.308938697491498715e+00 7.160466449552016499e-01 6.680852237876266919e-01 8.888385099722320160e-01 2.765038919718211252e-01 2.527827289760420371e-01
4.048215482117451663e-02 2.308802909750386156e+00 7.160045345446679477e-01 6.680459339686684039e-01 8.888364157937705956e-01 2.765032405053412523e-01 2.527821333986225438e-01
